Date,Adj Close,log returns
4/26/1950,17.76,-0.003933694
4/27/1950,17.860001,0.005614894
4/28/1950,17.959999,0.005583376
5/1/1950,18.219999,0.01437283
5/2/1950,18.110001,-0.00605551
5/3/1950,18.27,0.008796043
5/4/1950,18.120001,-0.008244015
5/5/1950,18.219999,0.005503481
5/8/1950,18.27,0.002740533
5/9/1950,18.27,0
5/10/1950,18.290001,0.001094147
5/11/1950,18.290001,0
5/12/1950,18.18,-0.006032428
5/15/1950,18.26,0.004390786
5/16/1950,18.440001,0.009809397
5/17/1950,18.52,0.004328957
5/18/1950,18.559999,0.002157444
5/19/1950,18.68,0.006444759
5/22/1950,18.6,-0.004291852
5/23/1950,18.709999,0.005896506
5/24/1950,18.690001,-0.001069412
5/25/1950,18.690001,0
5/26/1950,18.67,-0.001070717
5/29/1950,18.719999,0.00267446
5/31/1950,18.780001,0.003200109
6/1/1950,18.77,-0.000532676
6/2/1950,18.790001,0.001065016
6/5/1950,18.6,-0.010163286
6/6/1950,18.879999,0.014941527
6/7/1950,18.93,0.002644857
6/8/1950,19.139999,0.011032369
6/9/1950,19.26,0.006250073
6/12/1950,19.4,0.00724266
6/13/1950,19.25,-0.007762005
6/14/1950,18.98,-0.014125268
6/15/1950,18.93,-0.002637828
6/16/1950,18.969999,0.002110766
6/19/1950,18.92,-0.002639168
6/20/1950,18.83,-0.004768221
6/21/1950,19,0.008987636
6/22/1950,19.16,0.008385793
6/23/1950,19.139999,-0.001044439
6/26/1950,18.110001,-0.055316007
6/27/1950,17.91,-0.011105111
6/28/1950,18.110001,0.011105111
6/29/1950,17.440001,-0.037697851
6/30/1950,17.690001,0.014233089
7/3/1950,17.639999,-0.002830571
7/5/1950,17.809999,0.009591047
7/6/1950,17.91,0.005599175
7/7/1950,17.67,-0.01349093
7/10/1950,17.59,-0.004537728
7/11/1950,17.32,-0.015468656
7/12/1950,16.870001,-0.026324947
7/13/1950,16.690001,-0.010727158
7/14/1950,16.870001,0.010727158
7/17/1950,16.68,-0.011326559
7/18/1950,17.059999,0.022526087
7/19/1950,17.360001,0.017432283
7/20/1950,17.610001,0.014298212
7/21/1950,17.59,-0.001136421
7/24/1950,17.48,-0.006273189
7/25/1950,17.23,-0.01440532
7/26/1950,17.27,0.002318842
7/27/1950,17.5,0.013229989
7/28/1950,17.690001,0.010798684
7/31/1950,17.84,0.008443562
8/1/1950,18.02,0.010039125
8/2/1950,17.950001,-0.003892082
8/3/1950,17.99,0.002225877
8/4/1950,18.139999,0.008303342
8/7/1950,18.41,0.014774606
8/8/1950,18.459999,0.00271218
8/9/1950,18.610001,0.008092949
8/10/1950,18.48,-0.007010058
8/11/1950,18.280001,-0.010881445
8/14/1950,18.290001,0.000546896
8/15/1950,18.32,0.001638842
8/16/1950,18.34,0.001091108
8/17/1950,18.540001,0.010846147
8/18/1950,18.68,0.007522819
8/21/1950,18.700001,0.001070145
8/22/1950,18.68,-0.001070145
8/23/1950,18.82,0.007466701
8/24/1950,18.790001,-0.001595268
8/25/1950,18.540001,-0.013394253
8/28/1950,18.530001,-0.00053952
8/29/1950,18.540001,0.00053952
8/30/1950,18.43,-0.005950842
8/31/1950,18.42,-0.000542741
9/1/1950,18.549999,0.007032704
9/5/1950,18.68,0.006983698
9/6/1950,18.540001,-0.007522819
9/7/1950,18.59,0.002693188
9/8/1950,18.75,0.008569951
9/11/1950,18.610001,-0.007494628
9/12/1950,18.870001,0.013874288
9/13/1950,19.09,0.011591225
9/14/1950,19.18,0.004703432
9/15/1950,19.290001,0.005718809
9/18/1950,19.370001,0.00413865
9/19/1950,19.309999,-0.003102484
9/20/1950,19.209999,-0.00519212
9/21/1950,19.370001,0.008294604
9/22/1950,19.440001,0.003607321
9/25/1950,19.42,-0.001029388
9/26/1950,19.139999,-0.014523129
9/27/1950,19.41,0.014008063
9/28/1950,19.42,0.000515066
9/29/1950,19.450001,0.001543659
10/2/1950,19.690001,0.012263822
10/3/1950,19.66,-0.001524829
10/4/1950,20,0.017146159
10/5/1950,19.889999,-0.005515231
10/6/1950,20.120001,0.011497352
10/9/1950,20,-0.005982121
10/10/1950,19.780001,-0.011060897
10/11/1950,19.860001,0.004036332
10/13/1950,19.85,-0.000503702
10/16/1950,19.709999,-0.007077937
10/17/1950,19.889999,0.009090972
10/18/1950,20.01,0.006015106
10/19/1950,20.02,0.000499625
10/20/1950,19.959999,-0.003001553
10/23/1950,19.959999,0
10/24/1950,20.08,0.005994074
10/25/1950,20.049999,-0.001495191
10/26/1950,19.610001,-0.022189413
10/27/1950,19.77,0.008125946
10/30/1950,19.610001,-0.008125946
10/31/1950,19.530001,-0.004087895
11/1/1950,19.559999,0.001534817
11/2/1950,19.73,0.008653707
11/3/1950,19.85,0.006063687
11/6/1950,19.360001,-0.024994874
11/8/1950,19.559999,0.01027748
11/9/1950,19.790001,0.011690197
11/10/1950,19.940001,0.007551005
11/13/1950,20.01,0.003504334
11/14/1950,19.860001,-0.00752444
11/15/1950,19.82,-0.00201618
11/16/1950,19.719999,-0.00505823
11/17/1950,19.860001,0.007074411
11/20/1950,19.93,0.003518425
11/21/1950,19.879999,-0.002511983
11/22/1950,20.16,0.013986292
11/24/1950,20.32,0.00790518
11/27/1950,20.18,-0.006913608
11/28/1950,19.559999,-0.031205401
11/29/1950,19.370001,-0.009761084
11/30/1950,19.51,0.007201626
12/1/1950,19.66,0.00765896
12/4/1950,19,-0.034147136
12/5/1950,19.309999,0.016184065
12/6/1950,19.450001,0.007224077
12/7/1950,19.4,-0.002574055
12/8/1950,19.4,0
12/11/1950,19.719999,0.016360232
12/12/1950,19.68,-0.002030407
12/13/1950,19.67,-0.000508259
12/14/1950,19.43,-0.012276369
12/15/1950,19.33,-0.00515997
12/18/1950,19.85,0.026545714
12/19/1950,19.959999,0.005526214
12/20/1950,19.969999,0.000500877
12/21/1950,19.98,0.000500676
12/22/1950,20.07,0.00449439
12/26/1950,19.92,-0.007501911
12/27/1950,20.299999,0.018896585
12/28/1950,20.379999,0.003933142
12/29/1950,20.43,0.00245043
1/2/1951,20.77,0.016505229
1/3/1951,20.690001,-0.003859098
1/4/1951,20.870001,0.008662229
1/5/1951,20.870001,0
1/8/1951,21,0.006209669
1/9/1951,21.120001,0.005698068
1/10/1951,20.85,-0.012866558
1/11/1951,21.190001,0.016175471
1/12/1951,21.110001,-0.00378251
1/15/1951,21.299999,0.008960117
1/16/1951,21.459999,0.007483665
1/17/1951,21.549999,0.00418508
1/18/1951,21.4,-0.006984848
1/19/1951,21.360001,-0.001870861
1/22/1951,21.18,-0.008462721
1/23/1951,21.26,0.003770033
1/24/1951,21.16,-0.004714766
1/25/1951,21.030001,-0.00616257
1/26/1951,21.26,0.010877336
1/29/1951,21.67,0.019101443
1/30/1951,21.74,0.003225066
1/31/1951,21.66,-0.00368664
2/1/1951,21.77,0.005065634
2/2/1951,21.959999,0.008689696
2/5/1951,22.200001,0.010869763
2/6/1951,22.120001,-0.003610112
2/7/1951,21.99,-0.005894417
2/8/1951,22.09,0.004537213
2/9/1951,22.17,0.003615006
2/13/1951,22.18,0.000450958
2/14/1951,22.120001,-0.00270876
2/15/1951,22,-0.005439769
2/16/1951,22.129999,0.005891656
2/19/1951,21.83,-0.013648938
2/20/1951,21.790001,-0.001833976
2/21/1951,21.860001,0.003207334
2/23/1951,21.92,0.002740934
2/26/1951,21.93,0.0004561
2/27/1951,21.76,-0.00778214
2/28/1951,21.799999,0.001836502
3/1/1951,21.85,0.002290998
3/2/1951,21.93,0.003654641
3/5/1951,21.790001,-0.006404368
3/6/1951,21.790001,0
3/7/1951,21.860001,0.003207334
3/8/1951,21.950001,0.004108657
3/9/1951,21.950001,0
3/12/1951,21.700001,-0.011454878
3/13/1951,21.41,-0.013454204
3/14/1951,21.25,-0.007501207
3/15/1951,21.290001,0.001880631
3/16/1951,21.639999,0.016305882
3/19/1951,21.559999,-0.003703708
3/20/1951,21.52,-0.001856964
3/21/1951,21.639999,0.005560672
3/22/1951,21.73,0.004150387
3/26/1951,21.530001,-0.009246436
3/27/1951,21.51,-0.000929415
3/28/1951,21.26,-0.01169057
3/29/1951,21.33,0.00328716
3/30/1951,21.48,0.007007737
4/2/1951,21.32,-0.00747667
4/3/1951,21.26,-0.002818226
4/4/1951,21.4,0.006563549
4/5/1951,21.690001,0.013460449
4/6/1951,21.719999,0.001382078
4/9/1951,21.68,-0.001843272
4/10/1951,21.65,-0.001384722
4/11/1951,21.639999,-0.000462047
4/12/1951,21.83,0.008741763
4/13/1951,22.09,0.011839847
4/16/1951,22.040001,-0.002265988
4/17/1951,22.09,0.002265988
4/18/1951,22.129999,0.001809091
4/19/1951,22.040001,-0.004075079
4/20/1951,22.040001,0
4/23/1951,22.049999,0.000453527
4/24/1951,21.959999,-0.004089985
4/25/1951,21.969999,0.00045527
4/26/1951,22.16,0.008611021
4/27/1951,22.389999,0.010325524
4/30/1951,22.43,0.001784963
5/1/1951,22.530001,0.00444845
5/2/1951,22.620001,0.003986716
5/3/1951,22.809999,0.008364478
5/4/1951,22.77,-0.001755112
5/7/1951,22.629999,-0.006167465
5/8/1951,22.610001,-0.000884085
5/9/1951,22.639999,0.001325879
5/10/1951,22.51,-0.005758554
5/11/1951,22.33,-0.008028589
5/14/1951,22.18,-0.006740084
5/15/1951,21.76,-0.01911756
5/16/1951,21.690001,-0.003222051
5/17/1951,21.91,0.010091783
5/18/1951,21.51,-0.01842521
5/21/1951,21.459999,-0.002327253
5/22/1951,21.360001,-0.00467063
5/23/1951,21.16,-0.009407454
5/24/1951,21.049999,-0.005212094
5/25/1951,21.030001,-0.000950475
5/28/1951,21.209999,0.008522684
5/29/1951,21.35,0.006579018
5/31/1951,21.52,0.007930996
6/1/1951,21.48,-0.001860466
6/4/1951,21.24,-0.011236073
6/5/1951,21.33,0.004228336
6/6/1951,21.48,0.007007737
6/7/1951,21.559999,0.00371743
6/8/1951,21.49,-0.003251989
6/11/1951,21.610001,0.005568506
6/12/1951,21.52,-0.004173482
6/13/1951,21.549999,0.001393035
6/14/1951,21.84,0.013367381
6/15/1951,22.040001,0.009115879
6/18/1951,22.049999,0.000453527
6/19/1951,22.02,-0.001361425
6/20/1951,21.91,-0.005007978
6/21/1951,21.780001,-0.00595099
6/22/1951,21.549999,-0.010616393
6/25/1951,21.290001,-0.012138244
6/26/1951,21.299999,0.0004695
6/27/1951,21.370001,0.00328109
6/28/1951,21.1,-0.012715076
6/29/1951,20.959999,-0.006657229
7/2/1951,21.1,0.006657229
7/3/1951,21.23,0.006142235
7/5/1951,21.639999,0.019128132
7/6/1951,21.639999,0
7/9/1951,21.73,0.004150387
7/10/1951,21.629999,-0.004612601
7/11/1951,21.68,0.002308983
7/12/1951,21.799999,0.005519747
7/13/1951,21.98,0.008223025
7/16/1951,21.73,-0.011439155
7/17/1951,21.92,0.008705668
7/18/1951,21.879999,-0.00182653
7/19/1951,21.84,-0.001829781
7/20/1951,21.879999,0.001829781
7/23/1951,22.1,0.010004677
7/24/1951,22.440001,0.015267517
7/25/1951,22.32,-0.005361988
7/26/1951,22.469999,0.006697904
7/27/1951,22.530001,0.002666757
7/30/1951,22.629999,0.004428617
7/31/1951,22.4,-0.010215457
8/1/1951,22.51,0.004898696
8/2/1951,22.82,0.01367769
8/3/1951,22.85,0.001313773
8/6/1951,23.01,0.006977787
8/7/1951,23.030001,0.000868853
8/8/1951,22.93,-0.00435166
8/9/1951,22.84,-0.003932712
8/10/1951,22.790001,-0.002191498
8/13/1951,22.799999,0.000438605
8/14/1951,22.700001,-0.004395524
8/15/1951,22.790001,0.003956919
8/16/1951,22.870001,0.003504165
8/17/1951,22.940001,0.003056104
8/20/1951,22.93,-0.000436058
8/21/1951,22.83,-0.004370636
8/22/1951,22.75,-0.003510315
8/23/1951,22.9,0.006571765
8/24/1951,22.879999,-0.000873788
8/27/1951,22.85,-0.001312005
8/28/1951,22.9,0.002185793
8/29/1951,23.08,0.007829531
8/30/1951,23.24,0.00690849
8/31/1951,23.280001,0.001719734
9/4/1951,23.280001,0
9/5/1951,23.42,0.005995692
9/6/1951,23.469999,0.002132609
9/7/1951,23.530001,0.002553278
9/10/1951,23.620001,0.003817608
9/11/1951,23.5,-0.005093432
9/12/1951,23.6,0.004246291
9/13/1951,23.709999,0.004650146
9/14/1951,23.690001,-0.000843798
9/17/1951,23.620001,-0.002959207
9/18/1951,23.59,-0.00127096
9/19/1951,23.59,0
9/20/1951,23.57,-0.000848176
9/21/1951,23.4,-0.007238695
9/24/1951,23.299999,-0.004282705
9/25/1951,23.379999,0.003427596
9/26/1951,23.4,0.000855109
9/27/1951,23.27,-0.005571045
9/28/1951,23.26,-0.00042983
10/1/1951,23.469999,0.00898782
10/2/1951,23.639999,0.007217183
10/3/1951,23.790001,0.006325216
10/4/1951,23.719999,-0.002946834
10/5/1951,23.780001,0.002526401
10/8/1951,23.75,-0.001262403
10/9/1951,23.65,-0.004219416
10/10/1951,23.610001,-0.001692721
10/11/1951,23.700001,0.003804697
10/15/1951,23.85,0.006309127
10/16/1951,23.77,-0.003359936
10/17/1951,23.690001,-0.003371221
10/18/1951,23.67,-0.000844637
10/19/1951,23.32,-0.014897062
10/22/1951,22.75,-0.024746216
10/23/1951,22.84,0.003948239
10/24/1951,23.030001,0.008284372
10/25/1951,22.959999,-0.003044229
10/26/1951,22.809999,-0.006554535
10/29/1951,22.690001,-0.00527465
10/30/1951,22.66,-0.001323087
10/31/1951,22.940001,0.0122809
11/1/1951,23.1,0.006950462
11/2/1951,22.93,-0.007386521
11/5/1951,22.82,-0.004808752
11/7/1951,22.49,-0.014566578
11/8/1951,22.469999,-0.000889724
11/9/1951,22.75,0.012384104
11/13/1951,22.790001,0.001756742
11/14/1951,22.85,0.00262923
11/15/1951,22.84,-0.000437733
11/16/1951,22.82,-0.00087604
11/19/1951,22.73,-0.003951707
11/20/1951,22.68,-0.002202159
11/21/1951,22.639999,-0.00176527
11/23/1951,22.4,-0.01065725
11/26/1951,22.43,0.00133839
11/27/1951,22.66,0.010201907
11/28/1951,22.610001,-0.002208925
11/29/1951,22.67,0.002650134
11/30/1951,22.879999,0.009220658
12/3/1951,23.01,0.005665781
12/4/1951,23.139999,0.005633775
12/5/1951,23.07,-0.003029606
12/6/1951,23.34,0.011635555
12/7/1951,23.379999,0.001712286
12/10/1951,23.42,0.001709445
12/11/1951,23.299999,-0.005137041
12/12/1951,23.370001,0.002999874
12/13/1951,23.389999,0.000855347
12/14/1951,23.370001,-0.000855347
12/17/1951,23.41,0.00171009
12/18/1951,23.49,0.003411517
12/19/1951,23.57,0.003399918
12/20/1951,23.57,0
12/21/1951,23.51,-0.002548854
12/24/1951,23.540001,0.001275282
12/26/1951,23.440001,-0.004257137
12/27/1951,23.65,0.008919108
12/28/1951,23.690001,0.001689945
12/31/1951,23.77,0.003371221
1/2/1952,23.799999,0.001261257
1/3/1952,23.879999,0.003355708
1/4/1952,23.92,0.001673682
1/7/1952,23.91,-0.000418148
1/8/1952,23.82,-0.003771218
1/9/1952,23.74,-0.003364175
1/10/1952,23.860001,0.005042069
1/11/1952,23.98,0.005016691
1/14/1952,24.16,0.007478223
1/15/1952,24.059999,-0.004147704
1/16/1952,24.09,0.001246148
1/17/1952,24.200001,0.004555858
1/18/1952,24.25,0.002063943
1/21/1952,24.459999,0.008622472
1/22/1952,24.66,0.008143408
1/23/1952,24.540001,-0.004878018
1/24/1952,24.559999,0.000814583
1/25/1952,24.549999,-0.000407249
1/28/1952,24.610001,0.002441092
1/29/1952,24.57,-0.001626719
1/30/1952,24.23,-0.013934652
1/31/1952,24.139999,-0.003721361
2/1/1952,24.299999,0.006606135
2/4/1952,24.120001,-0.007434896
2/5/1952,24.110001,-0.00041468
2/6/1952,24.18,0.002899112
2/7/1952,24.110001,-0.002899112
2/8/1952,24.24,0.005377428
2/11/1952,24.110001,-0.005377428
2/13/1952,23.92,-0.007911805
2/14/1952,23.870001,-0.002092447
2/15/1952,23.860001,-0.000419024
2/18/1952,23.74,-0.005042069
2/19/1952,23.360001,-0.016136188
2/20/1952,23.09,-0.011625577
2/21/1952,23.16,0.003027029
2/25/1952,23.23,0.003017894
2/26/1952,23.15,-0.003449766
2/27/1952,23.18,0.001295057
2/28/1952,23.290001,0.004734289
2/29/1952,23.26,-0.00128898
3/3/1952,23.290001,0.00128898
3/4/1952,23.68,0.016606683
3/5/1952,23.709999,0.001266048
3/6/1952,23.690001,-0.000843798
3/7/1952,23.719999,0.001265472
3/10/1952,23.6,-0.00507182
3/11/1952,23.620001,0.000847141
3/12/1952,23.73,0.004646217
3/13/1952,23.75,0.00084246
3/14/1952,23.75,0
3/17/1952,23.92,0.007132399
3/18/1952,23.870001,-0.002092447
3/19/1952,23.82,-0.002096918
3/20/1952,23.889999,0.002934356
3/21/1952,23.93,0.001672982
3/24/1952,23.93,0
3/25/1952,23.790001,-0.005867536
3/26/1952,23.780001,-0.000420433
3/27/1952,23.99,0.008792144
3/28/1952,24.18,0.007888768
3/31/1952,24.370001,0.007827063
4/1/1952,24.18,-0.007827063
4/2/1952,24.120001,-0.002484432
4/3/1952,24.120001,0
4/4/1952,24.02,-0.004154597
4/7/1952,23.799999,-0.009201278
4/8/1952,23.91,0.004611243
4/9/1952,23.940001,0.00125396
4/10/1952,24.110001,0.007075992
4/14/1952,23.950001,-0.006658368
4/15/1952,23.65,-0.012605251
4/16/1952,23.58,-0.00296422
4/17/1952,23.41,-0.007235614
4/18/1952,23.5,0.00383714
4/21/1952,23.690001,0.008052639
4/22/1952,23.58,-0.004654165
4/23/1952,23.48,-0.0042499
4/24/1952,23.43,-0.002131742
4/25/1952,23.540001,0.004683892
4/28/1952,23.549999,0.000424634
4/29/1952,23.49,-0.002550979
4/30/1952,23.32,-0.007263437
5/1/1952,23.17,-0.006453023
5/2/1952,23.559999,0.016691978
5/5/1952,23.66,0.004235542
5/6/1952,23.67,0.000422565
5/7/1952,23.809999,0.005897195
5/8/1952,23.860001,0.00209784
5/9/1952,23.84,-0.000838616
5/12/1952,23.75,-0.003782312
5/13/1952,23.780001,0.001262403
5/14/1952,23.68,-0.004214123
5/15/1952,23.6,-0.003384098
5/16/1952,23.559999,-0.001696396
5/19/1952,23.610001,0.002120077
5/20/1952,23.74,0.005490996
5/21/1952,23.780001,0.001683544
5/22/1952,23.91,0.005451848
5/23/1952,23.889999,-0.000836862
5/26/1952,23.940001,0.002090822
5/27/1952,23.879999,-0.002509495
5/28/1952,23.84,-0.001676404
5/29/1952,23.860001,0.000838616
6/2/1952,23.799999,-0.00251792
6/3/1952,23.780001,-0.000840605
6/4/1952,23.950001,0.007123432
6/5/1952,24.1,0.006243475
6/6/1952,24.26,0.006617063
6/9/1952,24.370001,0.004524005
6/10/1952,24.23,-0.005761374
6/11/1952,24.309999,0.003296212
6/12/1952,24.309999,0
6/13/1952,24.370001,0.002465161
6/16/1952,24.299999,-0.002876599
6/17/1952,24.33,0.001233848
6/18/1952,24.43,0.004101728
6/19/1952,24.51,0.003269312
6/20/1952,24.59,0.003258659
6/23/1952,24.559999,-0.001220794
6/24/1952,24.6,0.00162738
6/25/1952,24.66,0.002436055
6/26/1952,24.75,0.003642991
6/27/1952,24.83,0.003227111
6/30/1952,24.959999,0.005221904
7/1/1952,25.120001,0.006389878
7/2/1952,25.059999,-0.002391472
7/3/1952,25.049999,-0.000399122
7/7/1952,24.969999,-0.003198723
7/8/1952,24.959999,-0.000400561
7/9/1952,24.860001,-0.004014377
7/10/1952,24.809999,-0.002013369
7/11/1952,24.98,0.006828747
7/14/1952,25.030001,0.001999641
7/15/1952,25.16,0.005180286
7/16/1952,25.16,0
7/17/1952,25.049999,-0.004381644
7/18/1952,24.85,-0.008016035
7/21/1952,24.950001,0.00401611
7/22/1952,25,0.002001963
7/23/1952,25.110001,0.004390388
7/24/1952,25.24,0.005163825
7/25/1952,25.16,-0.003174606
7/28/1952,25.200001,0.001588602
7/29/1952,25.26,0.002378083
7/30/1952,25.370001,0.004345296
7/31/1952,25.4,0.001181761
8/1/1952,25.450001,0.001966608
8/4/1952,25.43,-0.000786203
8/5/1952,25.459999,0.001178974
8/6/1952,25.440001,-0.000785776
8/7/1952,25.52,0.003139681
8/8/1952,25.549999,0.001174819
8/11/1952,25.52,-0.001174819
8/12/1952,25.309999,-0.008262923
8/13/1952,25.280001,-0.001185926
8/14/1952,25.280001,0
8/15/1952,25.200001,-0.003169575
8/18/1952,24.940001,-0.010371054
8/19/1952,24.889999,-0.002006904
8/20/1952,24.950001,0.002407786
8/21/1952,24.98,0.001201642
8/22/1952,24.99,0.00040024
8/25/1952,24.870001,-0.004813447
8/26/1952,24.83,-0.001609699
8/27/1952,24.940001,0.004420381
8/28/1952,24.969999,0.001202084
8/29/1952,25.030001,0.002400081
9/2/1952,25.15,0.004782751
9/3/1952,25.25,0.003968259
9/4/1952,25.24,-0.000396118
9/5/1952,25.209999,-0.001189336
9/8/1952,25.110001,-0.003974489
9/9/1952,24.860001,-0.010006087
9/10/1952,24.690001,-0.006861782
9/11/1952,24.719999,0.001214248
9/12/1952,24.709999,-0.000404613
9/15/1952,24.450001,-0.010577723
9/16/1952,24.530001,0.003266642
9/17/1952,24.58,0.002036205
9/18/1952,24.51,-0.002851907
9/19/1952,24.57,0.002444989
9/22/1952,24.59,0.00081367
9/23/1952,24.700001,0.004463428
9/24/1952,24.790001,0.003637102
9/25/1952,24.809999,0.000806371
9/26/1952,24.73,-0.003229676
9/29/1952,24.68,-0.002023882
9/30/1952,24.540001,-0.005688719
10/1/1952,24.48,-0.002448022
10/2/1952,24.52,0.001632653
10/3/1952,24.5,-0.000815994
10/6/1952,24.440001,-0.002451942
10/7/1952,24.4,-0.001638043
10/8/1952,24.58,0.007349972
10/9/1952,24.57,-0.000406918
10/10/1952,24.549999,-0.000814373
10/14/1952,24.48,-0.002855356
10/15/1952,24.059999,-0.017305789
10/16/1952,23.91,-0.006253888
10/17/1952,24.200001,0.012055893
10/20/1952,24.129999,-0.002896836
10/21/1952,24.07,-0.002489586
10/22/1952,23.799999,-0.011280713
10/23/1952,23.870001,0.002936944
10/24/1952,24.030001,0.006680609
10/27/1952,24.09,0.002493725
10/28/1952,24.129999,0.001659022
10/29/1952,24.15,0.000828542
10/30/1952,24.15,0
10/31/1952,24.52,0.015204731
11/3/1952,24.6,0.003257332
11/5/1952,24.67,0.002841488
11/6/1952,24.77,0.004045313
11/7/1952,24.780001,0.000403673
11/10/1952,24.77,-0.000403673
11/12/1952,24.65,-0.004856343
11/13/1952,24.709999,0.002431079
11/14/1952,24.75,0.001617509
11/17/1952,24.799999,0.002018124
11/18/1952,25.16,0.014411819
11/19/1952,25.33,0.006734032
11/20/1952,25.280001,-0.001975855
11/21/1952,25.27,-0.000395687
11/24/1952,25.42,0.005918344
11/25/1952,25.360001,-0.002363097
11/26/1952,25.52,0.006289289
11/28/1952,25.66,0.005470901
12/1/1952,25.68,0.00077912
12/2/1952,25.74,0.002333723
12/3/1952,25.709999,-0.00116622
12/4/1952,25.610001,-0.003897043
12/5/1952,25.620001,0.000390396
12/8/1952,25.76,0.005449566
12/9/1952,25.93,0.006577698
12/10/1952,25.98,0.001926412
12/11/1952,25.959999,-0.000770158
12/12/1952,26.040001,0.003077002
12/15/1952,26.040001,0
12/16/1952,26.07,0.001151372
12/17/1952,26.040001,-0.001151372
12/18/1952,26.030001,-0.000384098
12/19/1952,26.15,0.004599433
12/22/1952,26.299999,0.005719711
12/23/1952,26.190001,-0.004191204
12/24/1952,26.209999,0.000763282
12/26/1952,26.25,0.00152501
12/29/1952,26.4,0.005698021
12/30/1952,26.59,0.007171195
12/31/1952,26.57,-0.000752445
1/2/1953,26.540001,-0.001129693
1/5/1953,26.66,0.004511248
1/6/1953,26.48,-0.006774584
1/7/1953,26.370001,-0.004162693
1/8/1953,26.33,-0.001518065
1/9/1953,26.08,-0.009540236
1/12/1953,25.860001,-0.008471325
1/13/1953,26.02,0.006168061
1/14/1953,26.08,0.002303264
1/15/1953,26.129999,0.001915304
1/16/1953,26.02,-0.004218568
1/19/1953,26.01,-0.000384394
1/20/1953,26.139999,0.00498559
1/21/1953,26.09,-0.001914571
1/22/1953,26.120001,0.001149244
1/23/1953,26.07,-0.001916115
1/26/1953,26.02,-0.001919755
1/27/1953,26.049999,0.001152257
1/28/1953,26.129999,0.003066311
1/29/1953,26.200001,0.002675408
1/30/1953,26.379999,0.00684666
2/2/1953,26.51,0.004915911
2/3/1953,26.540001,0.001131046
2/4/1953,26.42,-0.004531767
2/5/1953,26.15,-0.010272109
2/6/1953,26.51,0.01367283
2/9/1953,25.690001,-0.03142017
2/10/1953,25.620001,-0.002728515
2/11/1953,25.639999,0.000780258
2/13/1953,25.74,0.003892609
2/16/1953,25.65,-0.003502631
2/17/1953,25.5,-0.005865119
2/18/1953,25.48,-0.000784621
2/19/1953,25.57,0.003525959
2/20/1953,25.629999,0.002343712
2/24/1953,25.75,0.004671126
2/25/1953,25.91,0.006194367
2/26/1953,25.950001,0.001542654
2/27/1953,25.9,-0.001928679
